order_id,order_date,product,category,region,channel,units,unit_price,cost,customer_id
102297,2024-07-08,Coffee Maker,Home & Kitchen,South,Marketplace,2,115.15,64.0,1939
102298,2024-07-08,Running Shoes,Apparel,East,Online,1,91.2,40.0,2126
102299,2024-07-08,Smartphone Case,Electronics,Central,Online,4,21.15,6.0,1633
102300,2024-07-08,Coffee Maker,Home & Kitchen,Central,Retail,2,119.01,64.0,1236
102301,2024-07-08,Vacuum Cleaner,Home & Kitchen,South,Online,2,207.25,110.0,1717
102302,2024-07-08,Knife Set,Home & Kitchen,North,Marketplace,2,48.29,21.0,1012
102303,2024-07-08,Smartphone Case,Electronics,West,Retail,2,18.69,6.0,2088
102304,2024-07-08,Denim Jeans,Apparel,South,Retail,3,64.15,28.0,2192
102305,2024-07-08,Dumbbell Set,Sports,Central,Online,3,72.45,41.0,1855
102306,2024-07-08,Face Serum,Beauty,West,Online,2,47.68,18.0,1223
102307,2024-07-09,Smartphone Case,Electronics,North,Retail,5,19.13,6.0,1413
102308,2024-07-09,Hair Dryer,Beauty,Central,Online,4,68.97,33.0,2122
102309,2024-07-09,Wireless Earbuds,Electronics,South,Online,4,82.46,38.0,1962
102310,2024-07-09,4K Webcam,Electronics,Central,Online,2,90.69,44.0,1510
102311,2024-07-09,4K Webcam,Electronics,South,Retail,6,90.66,44.0,1965
102312,2024-07-09,USB-C Charger,Electronics,West,Online,5,25.89,9.0,1468
102313,2024-07-09,Winter Jacket,Apparel,Central,Online,7,129.05,70.0,1412
102314,2024-07-09,Smartphone Case,Electronics,West,Online,2,18.47,6.0,2161
102315,2024-07-09,Coffee Maker,Home & Kitchen,South,Retail,3,119.64,64.0,2134
102316,2024-07-09,Yoga Mat,Sports,South,Online,2,32.72,14.0,1505
102317,2024-07-09,Face Serum,Beauty,West,Online,3,41.62,18.0,1118
102318,2024-07-09,Face Serum,Beauty,North,Marketplace,3,42.04,18.0,1535
102319,2024-07-10,Water Bottle,Sports,East,Retail,2,18.13,5.0,1976
102320,2024-07-10,Vacuum Cleaner,Home & Kitchen,East,Marketplace,5,196.14,110.0,1925
102321,2024-07-10,4K Webcam,Electronics,West,Online,2,83.91,44.0,1724
102322,2024-07-10,Coffee Maker,Home & Kitchen,Central,Marketplace,3,111.02,64.0,1135
102323,2024-07-10,Lipstick Set,Beauty,West,Marketplace,2,29.09,11.0,1528
102324,2024-07-10,Running Shoes,Apparel,North,Online,4,86.96,40.0,1454
102325,2024-07-10,Winter Jacket,Apparel,West,Online,3,147.12,70.0,1486
102326,2024-07-10,USB-C Charger,Electronics,North,Online,4,27.23,9.0,2171
102327,2024-07-10,Vacuum Cleaner,Home & Kitchen,North,Online,2,183.45,110.0,1614
102328,2024-07-10,Coffee Maker,Home & Kitchen,East,Marketplace,2,128.75,64.0,1418
102329,2024-07-10,Water Bottle,Sports,East,Online,1,19.27,5.0,2152
102330,2024-07-11,Lipstick Set,Beauty,Central,Online,6,29.01,11.0,1335
102331,2024-07-11,Lipstick Set,Beauty,East,Online,2,30.0,11.0,1307
102332,2024-07-11,USB-C Charger,Electronics,Central,Marketplace,1,23.95,9.0,1084
102333,2024-07-11,Vacuum Cleaner,Home & Kitchen,Central,Online,3,197.14,110.0,1814
102334,2024-07-11,Face Serum,Beauty,North,Marketplace,2,43.99,18.0,1447
102335,2024-07-11,Cotton T-Shirt,Apparel,South,Retail,1,21.52,7.0,1454
102336,2024-07-11,Bluetooth Speaker,Electronics,West,Online,2,59.29,27.0,1714
102337,2024-07-11,Knife Set,Home & Kitchen,South,Online,7,49.44,21.0,2004
102338,2024-07-11,4K Webcam,Electronics,Central,Retail,3,85.67,44.0,1271
102339,2024-07-11,Smartphone Case,Electronics,North,Retail,3,19.06,6.0,1604
102340,2024-07-11,Wireless Earbuds,Electronics,North,Online,5,82.45,38.0,1034
102341,2024-07-12,Coffee Maker,Home & Kitchen,North,Online,6,116.27,64.0,1567
102342,2024-07-12,4K Webcam,Electronics,East,Retail,2,91.31,44.0,1311
102343,2024-07-12,Water Bottle,Sports,South,Online,4,19.3,5.0,1296
102344,2024-07-12,Water Bottle,Sports,North,Online,3,17.38,5.0,1973
102345,2024-07-12,4K Webcam,Electronics,West,Online,4,87.12,44.0,1087
102346,2024-07-12,4K Webcam,Electronics,Central,Online,1,88.36,44.0,1314
102347,2024-07-12,Yoga Mat,Sports,North,Online,1,33.95,14.0,1735
102348,2024-07-12,Smartphone Case,Electronics,West,Retail,2,17.51,6.0,1271
102349,2024-07-12,Bluetooth Speaker,Electronics,South,Marketplace,2,62.38,27.0,1704
102350,2024-07-12,Wireless Earbuds,Electronics,North,Online,4,82.77,38.0,1140
102351,2024-07-12,Running Shoes,Apparel,East,Online,2,87.44,40.0,1121
102352,2024-07-12,Cotton T-Shirt,Apparel,North,Retail,2,21.05,7.0,1038
102353,2024-07-12,Yoga Mat,Sports,North,Marketplace,5,36.63,14.0,1426
102354,2024-07-12,Bluetooth Speaker,Electronics,North,Online,3,58.91,27.0,1694
102355,2024-07-12,Running Shoes,Apparel,South,Online,3,95.16,40.0,1112
102356,2024-07-12,Coffee Maker,Home & Kitchen,Central,Online,1,119.71,64.0,1911
102357,2024-07-13,Yoga Mat,Sports,North,Online,3,33.76,14.0,1514
102358,2024-07-13,Running Shoes,Apparel,North,Retail,2,91.6,40.0,1921
102359,2024-07-13,Air Fryer,Home & Kitchen,South,Online,2,101.0,52.0,1866
102360,2024-07-13,Knife Set,Home & Kitchen,East,Retail,2,47.24,21.0,1504
102361,2024-07-13,Running Shoes,Apparel,West,Online,6,88.37,40.0,1422
102362,2024-07-13,Dumbbell Set,Sports,South,Marketplace,4,83.85,41.0,1789
102363,2024-07-13,Lipstick Set,Beauty,North,Retail,2,27.95,11.0,1250
102364,2024-07-13,Yoga Mat,Sports,North,Retail,4,34.56,14.0,1395
102365,2024-07-13,Running Shoes,Apparel,North,Retail,2,88.14,40.0,1795
102366,2024-07-13,Face Serum,Beauty,North,Online,3,44.19,18.0,1782
102367,2024-07-13,Running Shoes,Apparel,Central,Marketplace,4,88.07,40.0,1589
102368,2024-07-13,Hair Dryer,Beauty,East,Online,3,67.15,33.0,1139
102369,2024-07-13,Yoga Mat,Sports,South,Online,5,33.65,14.0,1137
102370,2024-07-13,Yoga Mat,Sports,East,Online,3,34.6,14.0,2183
102371,2024-07-13,Running Shoes,Apparel,West,Retail,3,80.24,40.0,1799
102372,2024-07-14,Face Serum,Beauty,North,Marketplace,3,45.16,18.0,1395
102373,2024-07-14,Face Serum,Beauty,South,Online,2,45.95,18.0,1474
102374,2024-07-14,Denim Jeans,Apparel,West,Retail,3,59.45,28.0,1804
102375,2024-07-14,Denim Jeans,Apparel,Central,Online,6,59.81,28.0,1581
102376,2024-07-14,Running Shoes,Apparel,Central,Marketplace,4,80.91,40.0,1434
102377,2024-07-14,4K Webcam,Electronics,West,Retail,2,91.28,44.0,1272
102378,2024-07-14,Coffee Maker,Home & Kitchen,West,Marketplace,5,117.18,64.0,1327
102379,2024-07-14,Vacuum Cleaner,Home & Kitchen,West,Online,1,197.13,110.0,1942
102380,2024-07-14,Water Bottle,Sports,East,Online,3,17.57,5.0,1575
102381,2024-07-14,Lipstick Set,Beauty,South,Online,2,28.28,11.0,1918
102382,2024-07-14,Denim Jeans,Apparel,South,Online,1,64.67,28.0,1610
102383,2024-07-14,Water Bottle,Sports,North,Marketplace,2,17.07,5.0,2195
102384,2024-07-14,Face Serum,Beauty,East,Marketplace,1,43.76,18.0,1292
102385,2024-07-14,Yoga Mat,Sports,North,Online,2,35.25,14.0,1913
102386,2024-07-14,Wireless Earbuds,Electronics,East,Retail,2,77.09,38.0,2022
102387,2024-07-14,Vacuum Cleaner,Home & Kitchen,West,Online,2,205.23,110.0,1039
102388,2024-07-15,Face Serum,Beauty,West,Online,4,43.85,18.0,1707
102389,2024-07-15,Vacuum Cleaner,Home & Kitchen,North,Retail,4,207.41,110.0,1709
102390,2024-07-15,4K Webcam,Electronics,West,Online,2,91.78,44.0,1091
102391,2024-07-15,Running Shoes,Apparel,East,Retail,2,93.92,40.0,1057
102392,2024-07-15,Dumbbell Set,Sports,South,Online,1,76.33,41.0,1086
102393,2024-07-15,Cotton T-Shirt,Apparel,South,Online,8,23.25,7.0,1849
102394,2024-07-15,Coffee Maker,Home & Kitchen,North,Marketplace,2,124.92,64.0,2023
102395,2024-07-15,Water Bottle,Sports,Central,Retail,7,18.92,5.0,1465
102396,2024-07-15,Yoga Mat,Sports,West,Online,1,34.29,14.0,1994
102397,2024-07-15,Winter Jacket,Apparel,West,Online,6,136.62,70.0,1837
102398,2024-07-15,Smartphone Case,Electronics,North,Marketplace,2,18.83,6.0,2021
102399,2024-07-15,Wireless Earbuds,Electronics,West,Marketplace,3,76.67,38.0,1980
102400,2024-07-15,Wireless Earbuds,Electronics,South,Retail,4,83.06,38.0,2087
102401,2024-07-15,Hair Dryer,Beauty,East,Marketplace,5,70.33,33.0,2037
102402,2024-07-16,4K Webcam,Electronics,East,Marketplace,2,92.18,44.0,2081
102403,2024-07-16,Winter Jacket,Apparel,North,Online,1,142.51,70.0,1820
102404,2024-07-16,Knife Set,Home & Kitchen,South,Online,1,51.32,21.0,1299
102405,2024-07-16,4K Webcam,Electronics,North,Online,3,91.21,44.0,1200
102406,2024-07-16,Smartphone Case,Electronics,North,Marketplace,2,19.23,6.0,1884
102407,2024-07-16,Cotton T-Shirt,Apparel,North,Online,6,23.24,7.0,1223
102408,2024-07-16,USB-C Charger,Electronics,South,Retail,6,24.35,9.0,1728
102409,2024-07-16,Running Shoes,Apparel,North,Marketplace,4,89.51,40.0,1721
102410,2024-07-16,Cotton T-Shirt,Apparel,North,Retail,1,21.35,7.0,1708
102411,2024-07-16,Coffee Maker,Home & Kitchen,North,Online,4,118.15,64.0,1016
102412,2024-07-16,Wireless Earbuds,Electronics,Central,Online,2,78.48,38.0,1667
102413,2024-07-16,Coffee Maker,Home & Kitchen,South,Online,5,123.74,64.0,1392
102414,2024-07-16,Bluetooth Speaker,Electronics,North,Online,2,59.88,27.0,1948
102415,2024-07-16,Yoga Mat,Sports,West,Retail,1,33.64,14.0,1889
102416,2024-07-16,Coffee Maker,Home & Kitchen,South,Online,4,125.38,64.0,1422
102417,2024-07-16,4K Webcam,Electronics,South,Online,3,80.58,44.0,1610
102418,2024-07-16,Denim Jeans,Apparel,West,Online,1,69.28,28.0,1439
102419,2024-07-16,4K Webcam,Electronics,West,Online,8,88.93,44.0,1922
102420,2024-07-17,Hair Dryer,Beauty,East,Marketplace,3,63.51,33.0,1754
102421,2024-07-17,4K Webcam,Electronics,South,Marketplace,4,90.92,44.0,1431
102422,2024-07-17,Water Bottle,Sports,South,Online,2,19.88,5.0,1392
102423,2024-07-17,Denim Jeans,Apparel,West,Marketplace,3,67.14,28.0,2004
102424,2024-07-17,Knife Set,Home & Kitchen,South,Online,2,50.8,21.0,1294
102425,2024-07-17,Smartphone Case,Electronics,West,Online,4,20.0,6.0,1007
102426,2024-07-17,Running Shoes,Apparel,South,Online,4,86.2,40.0,1110
102427,2024-07-17,Lipstick Set,Beauty,Central,Marketplace,4,26.65,11.0,1225
102428,2024-07-17,Water Bottle,Sports,Central,Online,7,17.74,5.0,1202
102429,2024-07-17,Denim Jeans,Apparel,West,Retail,4,62.09,28.0,1315
102430,2024-07-17,Smartphone Case,Electronics,West,Online,3,19.17,6.0,2178
102431,2024-07-17,Knife Set,Home & Kitchen,West,Retail,3,50.3,21.0,1108
102432,2024-07-17,Vacuum Cleaner,Home & Kitchen,Central,Retail,8,193.83,110.0,1392
102433,2024-07-17,Coffee Maker,Home & Kitchen,Central,Online,4,112.53,64.0,1245
102434,2024-07-18,Winter Jacket,Apparel,East,Online,2,131.14,70.0,1174
102435,2024-07-18,4K Webcam,Electronics,Central,Online,8,90.81,44.0,1602
102436,2024-07-18,Running Shoes,Apparel,North,Online,2,89.73,40.0,1060
102437,2024-07-18,Yoga Mat,Sports,West,Marketplace,5,35.55,14.0,1036
102438,2024-07-18,4K Webcam,Electronics,South,Online,3,89.03,44.0,2104
102439,2024-07-18,Denim Jeans,Apparel,South,Retail,2,65.1,28.0,1794
102440,2024-07-18,Wireless Earbuds,Electronics,West,Online,2,78.81,38.0,1343
102441,2024-07-18,Running Shoes,Apparel,South,Marketplace,5,88.97,40.0,1514
102442,2024-07-18,Water Bottle,Sports,West,Retail,2,18.39,5.0,1424
102443,2024-07-18,Cotton T-Shirt,Apparel,West,Online,2,20.56,7.0,1416
102444,2024-07-18,Face Serum,Beauty,North,Online,4,46.43,18.0,1777
102445,2024-07-18,Coffee Maker,Home & Kitchen,Central,Online,1,129.05,64.0,1908
102446,2024-07-18,Water Bottle,Sports,South,Online,3,17.17,5.0,1402
102447,2024-07-18,Knife Set,Home & Kitchen,Central,Retail,2,50.31,21.0,1059
102448,2024-07-18,Denim Jeans,Apparel,West,Online,4,60.97,28.0,1907
102449,2024-07-18,Bluetooth Speaker,Electronics,West,Retail,2,56.33,27.0,1837
102450,2024-07-19,Denim Jeans,Apparel,West,Marketplace,3,68.79,28.0,1588
102451,2024-07-19,Yoga Mat,Sports,South,Marketplace,5,34.71,14.0,2053
102452,2024-07-19,Smartphone Case,Electronics,South,Online,4,19.69,6.0,1918
102453,2024-07-19,Bluetooth Speaker,Electronics,West,Online,1,55.21,27.0,1618
102454,2024-07-19,Yoga Mat,Sports,North,Retail,4,33.03,14.0,1045
102455,2024-07-19,Winter Jacket,Apparel,South,Online,4,138.84,70.0,2126
102456,2024-07-19,Running Shoes,Apparel,West,Online,2,91.35,40.0,1115
102457,2024-07-19,Smartphone Case,Electronics,East,Online,1,18.22,6.0,1928
102458,2024-07-19,4K Webcam,Electronics,East,Online,5,90.96,44.0,1958
102459,2024-07-19,Running Shoes,Apparel,South,Online,2,85.0,40.0,1792
102460,2024-07-19,Vacuum Cleaner,Home & Kitchen,East,Retail,2,203.3,110.0,1654
102461,2024-07-19,Dumbbell Set,Sports,South,Marketplace,3,81.16,41.0,1950
102462,2024-07-19,Cotton T-Shirt,Apparel,West,Online,4,21.94,7.0,1979
102463,2024-07-19,Coffee Maker,Home & Kitchen,North,Online,5,119.84,64.0,1689
102464,2024-07-19,4K Webcam,Electronics,Central,Marketplace,3,91.45,44.0,1149
102465,2024-07-20,USB-C Charger,Electronics,Central,Retail,5,25.51,9.0,1829
102466,2024-07-20,Coffee Maker,Home & Kitchen,South,Retail,2,116.85,64.0,2029
102467,2024-07-20,Wireless Earbuds,Electronics,West,Marketplace,2,84.22,38.0,1198
102468,2024-07-20,4K Webcam,Electronics,North,Retail,2,97.53,44.0,1830
102469,2024-07-20,Smartphone Case,Electronics,South,Online,4,18.75,6.0,1347
102470,2024-07-20,4K Webcam,Electronics,North,Online,3,89.92,44.0,2092
102471,2024-07-20,Running Shoes,Apparel,East,Online,4,81.72,40.0,1469
102472,2024-07-21,4K Webcam,Electronics,West,Marketplace,2,83.33,44.0,1746
102473,2024-07-21,Cotton T-Shirt,Apparel,North,Marketplace,4,21.88,7.0,1141
102474,2024-07-21,Yoga Mat,Sports,North,Online,3,34.75,14.0,1211
102475,2024-07-21,Vacuum Cleaner,Home & Kitchen,North,Retail,2,199.68,110.0,2072
102476,2024-07-21,USB-C Charger,Electronics,South,Retail,5,25.18,9.0,1460
102477,2024-07-21,Coffee Maker,Home & Kitchen,West,Marketplace,3,128.89,64.0,1348
102478,2024-07-21,USB-C Charger,Electronics,West,Online,2,24.42,9.0,1122
102479,2024-07-21,Running Shoes,Apparel,South,Online,4,88.44,40.0,1717
102480,2024-07-21,Running Shoes,Apparel,West,Online,4,81.41,40.0,1263
102481,2024-07-21,Yoga Mat,Sports,North,Marketplace,5,33.91,14.0,1293
102482,2024-07-22,Hair Dryer,Beauty,East,Online,4,70.02,33.0,2151
102483,2024-07-22,Yoga Mat,Sports,South,Retail,3,33.71,14.0,1130
102484,2024-07-22,Running Shoes,Apparel,Central,Online,4,87.63,40.0,1815
102485,2024-07-22,Wireless Earbuds,Electronics,North,Marketplace,5,72.46,38.0,1442
102486,2024-07-22,Water Bottle,Sports,East,Online,5,17.58,5.0,1742
102487,2024-07-22,Winter Jacket,Apparel,Central,Online,2,139.81,70.0,1838
102488,2024-07-22,Face Serum,Beauty,North,Online,3,45.98,18.0,1478
102489,2024-07-22,Lipstick Set,Beauty,North,Online,3,29.38,11.0,1750
102490,2024-07-22,Vacuum Cleaner,Home & Kitchen,East,Online,4,211.98,110.0,1801
102491,2024-07-22,4K Webcam,Electronics,South,Online,2,85.0,44.0,1015
102492,2024-07-22,Yoga Mat,Sports,South,Retail,2,35.16,14.0,1485
102493,2024-07-22,Cotton T-Shirt,Apparel,South,Retail,2,22.49,7.0,1873
102494,2024-07-23,Smartphone Case,Electronics,North,Online,3,18.76,6.0,1968
102495,2024-07-23,Smartphone Case,Electronics,East,Online,4,19.64,6.0,1515
102496,2024-07-23,Bluetooth Speaker,Electronics,North,Retail,3,58.47,27.0,1877
102497,2024-07-23,Water Bottle,Sports,South,Online,2,15.78,5.0,1498
102498,2024-07-23,Winter Jacket,Apparel,North,Marketplace,2,138.78,70.0,1819
102499,2024-07-23,Denim Jeans,Apparel,East,Retail,2,64.2,28.0,1963
102500,2024-07-23,Lipstick Set,Beauty,West,Retail,2,30.59,11.0,1500
102501,2024-07-23,Yoga Mat,Sports,North,Online,2,34.1,14.0,1996
102502,2024-07-23,Vacuum Cleaner,Home & Kitchen,West,Online,2,212.39,110.0,1896
102503,2024-07-23,Coffee Maker,Home & Kitchen,East,Marketplace,3,122.94,64.0,2048
102504,2024-07-23,Coffee Maker,Home & Kitchen,North,Online,5,112.59,64.0,1833
102505,2024-07-23,Yoga Mat,Sports,Central,Marketplace,4,35.71,14.0,1248
102506,2024-07-23,Coffee Maker,Home & Kitchen,North,Online,2,117.23,64.0,1298
102507,2024-07-23,Dumbbell Set,Sports,East,Retail,3,78.88,41.0,1854
102508,2024-07-23,Running Shoes,Apparel,West,Online,7,87.34,40.0,1444
102509,2024-07-24,Vacuum Cleaner,Home & Kitchen,North,Online,2,193.39,110.0,1419
102510,2024-07-24,Face Serum,Beauty,North,Online,4,45.68,18.0,1364
102511,2024-07-24,Lipstick Set,Beauty,West,Marketplace,2,27.83,11.0,1978
102512,2024-07-24,4K Webcam,Electronics,East,Online,3,95.21,44.0,2045
102513,2024-07-24,Lipstick Set,Beauty,North,Online,4,27.78,11.0,1036
102514,2024-07-24,4K Webcam,Electronics,Central,Online,8,81.16,44.0,1687
102515,2024-07-24,Running Shoes,Apparel,East,Online,2,85.98,40.0,1166
102516,2024-07-24,Coffee Maker,Home & Kitchen,West,Marketplace,2,121.71,64.0,1571
102517,2024-07-24,Coffee Maker,Home & Kitchen,South,Retail,2,117.5,64.0,1825
102518,2024-07-24,Yoga Mat,Sports,South,Retail,2,34.62,14.0,2017
102519,2024-07-24,Coffee Maker,Home & Kitchen,West,Online,6,110.47,64.0,2161
102520,2024-07-24,Smartphone Case,Electronics,East,Online,4,19.33,6.0,1794
102521,2024-07-24,Denim Jeans,Apparel,West,Online,1,65.83,28.0,1537
102522,2024-07-24,Vacuum Cleaner,Home & Kitchen,North,Online,4,204.13,110.0,2170
102523,2024-07-24,Smartphone Case,Electronics,South,Online,2,19.77,6.0,1280
102524,2024-07-25,Denim Jeans,Apparel,East,Marketplace,8,65.07,28.0,1835
102525,2024-07-25,4K Webcam,Electronics,Central,Marketplace,3,93.75,44.0,1376
102526,2024-07-25,Running Shoes,Apparel,East,Marketplace,4,86.99,40.0,1561
102527,2024-07-25,Winter Jacket,Apparel,South,Online,3,129.88,70.0,1175
102528,2024-07-25,Coffee Maker,Home & Kitchen,West,Online,4,119.46,64.0,1447
102529,2024-07-25,4K Webcam,Electronics,West,Marketplace,3,86.2,44.0,1749
102530,2024-07-25,Yoga Mat,Sports,South,Online,4,34.6,14.0,1994
102531,2024-07-25,Denim Jeans,Apparel,Central,Retail,2,65.35,28.0,1815
102532,2024-07-25,Yoga Mat,Sports,West,Retail,2,33.89,14.0,2185
102533,2024-07-25,Yoga Mat,Sports,South,Online,3,35.96,14.0,1807
102534,2024-07-25,Dumbbell Set,Sports,West,Online,3,84.35,41.0,1495
102535,2024-07-25,Denim Jeans,Apparel,South,Online,3,67.13,28.0,1190
102536,2024-07-25,Denim Jeans,Apparel,North,Marketplace,2,64.57,28.0,1245
102537,2024-07-25,USB-C Charger,Electronics,West,Online,4,25.16,9.0,1166
102538,2024-07-25,Denim Jeans,Apparel,South,Online,3,65.8,28.0,1831
102539,2024-07-25,Water Bottle,Sports,East,Retail,3,17.55,5.0,1332
102540,2024-07-25,Smartphone Case,Electronics,Central,Marketplace,3,20.41,6.0,1860
102541,2024-07-25,Coffee Maker,Home & Kitchen,West,Online,3,113.41,64.0,1774
102542,2024-07-25,Wireless Earbuds,Electronics,East,Online,3,85.06,38.0,1378
102543,2024-07-26,USB-C Charger,Electronics,East,Online,1,25.71,9.0,1907
102544,2024-07-26,4K Webcam,Electronics,North,Marketplace,3,85.15,44.0,1899
102545,2024-07-26,Vacuum Cleaner,Home & Kitchen,South,Online,3,202.08,110.0,1986
102546,2024-07-26,Coffee Maker,Home & Kitchen,East,Online,4,116.41,64.0,2153
102547,2024-07-26,Coffee Maker,Home & Kitchen,North,Retail,2,118.75,64.0,1968
102548,2024-07-26,Smartphone Case,Electronics,East,Marketplace,3,19.48,6.0,1909
102549,2024-07-26,Winter Jacket,Apparel,North,Marketplace,2,140.0,70.0,1664
102550,2024-07-26,Bluetooth Speaker,Electronics,South,Online,2,55.01,27.0,2017
102551,2024-07-26,Face Serum,Beauty,East,Online,3,44.05,18.0,1113
102552,2024-07-26,4K Webcam,Electronics,West,Retail,2,92.8,44.0,1393
102553,2024-07-26,Face Serum,Beauty,North,Online,5,43.59,18.0,1177
102554,2024-07-26,4K Webcam,Electronics,West,Retail,2,95.98,44.0,1950
102555,2024-07-27,Knife Set,Home & Kitchen,Central,Online,4,49.19,21.0,1238
102556,2024-07-27,Running Shoes,Apparel,North,Retail,2,90.72,40.0,1167
102557,2024-07-27,Knife Set,Home & Kitchen,North,Online,3,50.14,21.0,1269
102558,2024-07-27,Vacuum Cleaner,Home & Kitchen,West,Online,2,190.14,110.0,1383
102559,2024-07-27,Running Shoes,Apparel,East,Marketplace,3,82.64,40.0,1792
102560,2024-07-27,Face Serum,Beauty,West,Retail,4,42.93,18.0,1573
102561,2024-07-27,Air Fryer,Home & Kitchen,North,Retail,2,101.46,52.0,1151
102562,2024-07-27,Vacuum Cleaner,Home & Kitchen,South,Retail,4,205.91,110.0,1953
102563,2024-07-27,Smartphone Case,Electronics,West,Online,8,18.38,6.0,1441
102564,2024-07-27,USB-C Charger,Electronics,South,Online,7,24.82,9.0,1028
102565,2024-07-27,Yoga Mat,Sports,West,Online,3,36.05,14.0,1121
102566,2024-07-27,Vacuum Cleaner,Home & Kitchen,West,Online,3,200.37,110.0,2149
102567,2024-07-27,Coffee Maker,Home & Kitchen,Central,Retail,5,120.18,64.0,1107
102568,2024-07-27,4K Webcam,Electronics,North,Marketplace,1,94.87,44.0,2161
102569,2024-07-28,Running Shoes,Apparel,South,Retail,6,90.78,40.0,1547
102570,2024-07-28,Coffee Maker,Home & Kitchen,South,Marketplace,3,118.9,64.0,1272
102571,2024-07-28,Face Serum,Beauty,South,Online,4,45.13,18.0,1513
102572,2024-07-28,4K Webcam,Electronics,East,Retail,2,86.48,44.0,1659
102573,2024-07-28,Denim Jeans,Apparel,North,Retail,3,60.48,28.0,1024
102574,2024-07-28,Coffee Maker,Home & Kitchen,North,Online,1,115.54,64.0,1962
102575,2024-07-28,Bluetooth Speaker,Electronics,South,Online,3,61.58,27.0,1143
102576,2024-07-28,Bluetooth Speaker,Electronics,West,Online,2,58.88,27.0,2078
102577,2024-07-28,Yoga Mat,Sports,North,Marketplace,4,33.34,14.0,1715
102578,2024-07-28,Yoga Mat,Sports,South,Marketplace,3,34.85,14.0,1844
102579,2024-07-28,Vacuum Cleaner,Home & Kitchen,Central,Retail,2,211.57,110.0,1332
102580,2024-07-28,Knife Set,Home & Kitchen,North,Online,2,49.26,21.0,1451
102581,2024-07-28,Denim Jeans,Apparel,South,Marketplace,2,63.55,28.0,1783
102582,2024-07-28,Denim Jeans,Apparel,North,Online,2,67.33,28.0,1359
102583,2024-07-28,Coffee Maker,Home & Kitchen,East,Retail,5,116.32,64.0,1898
102584,2024-07-28,Air Fryer,Home & Kitchen,South,Retail,2,97.01,52.0,1787
102585,2024-07-28,Cotton T-Shirt,Apparel,West,Online,4,23.36,7.0,1580
102586,2024-07-29,Yoga Mat,Sports,West,Online,4,34.45,14.0,1844
102587,2024-07-29,Vacuum Cleaner,Home & Kitchen,North,Retail,3,202.63,110.0,1728
102588,2024-07-29,Face Serum,Beauty,South,Retail,5,45.76,18.0,1001
102589,2024-07-29,4K Webcam,Electronics,West,Retail,3,85.09,44.0,1624
102590,2024-07-29,Smartphone Case,Electronics,North,Online,4,19.12,6.0,1509
102591,2024-07-29,Lipstick Set,Beauty,South,Online,3,29.43,11.0,1869
102592,2024-07-29,Winter Jacket,Apparel,Central,Marketplace,3,134.64,70.0,1223
102593,2024-07-29,Winter Jacket,Apparel,South,Online,4,143.92,70.0,1630
102594,2024-07-29,Smartphone Case,Electronics,North,Marketplace,3,18.86,6.0,2037
102595,2024-07-29,Smartphone Case,Electronics,West,Online,1,19.29,6.0,1220
102596,2024-07-29,Running Shoes,Apparel,Central,Retail,2,85.61,40.0,1370
102597,2024-07-29,Cotton T-Shirt,Apparel,Central,Retail,4,20.78,7.0,1459
102598,2024-07-29,Knife Set,Home & Kitchen,North,Online,4,51.69,21.0,1679
102599,2024-07-29,Hair Dryer,Beauty,South,Online,3,70.4,33.0,1604
102600,2024-07-30,Coffee Maker,Home & Kitchen,West,Online,3,123.48,64.0,1792
102601,2024-07-30,Hair Dryer,Beauty,North,Retail,6,68.73,33.0,1423
102602,2024-07-30,4K Webcam,Electronics,West,Online,8,97.67,44.0,1001
102603,2024-07-30,4K Webcam,Electronics,West,Online,5,89.57,44.0,2092
102604,2024-07-30,Lipstick Set,Beauty,East,Online,2,29.15,11.0,1487
102605,2024-07-30,Cotton T-Shirt,Apparel,Central,Retail,2,22.27,7.0,2121
102606,2024-07-30,Smartphone Case,Electronics,East,Online,4,19.69,6.0,1263
102607,2024-07-30,Vacuum Cleaner,Home & Kitchen,East,Marketplace,3,202.34,110.0,1027
102608,2024-07-30,Water Bottle,Sports,East,Retail,3,18.76,5.0,1770
102609,2024-07-30,4K Webcam,Electronics,West,Online,2,88.14,44.0,1716
102610,2024-07-30,Dumbbell Set,Sports,South,Online,2,81.84,41.0,1381
102611,2024-07-30,Denim Jeans,Apparel,East,Online,2,68.88,28.0,1417
102612,2024-07-30,Denim Jeans,Apparel,South,Online,3,64.67,28.0,1130
102613,2024-07-30,Smartphone Case,Electronics,South,Online,5,18.14,6.0,1752
102614,2024-07-31,Coffee Maker,Home & Kitchen,West,Online,3,125.57,64.0,1688
102615,2024-07-31,Denim Jeans,Apparel,South,Online,4,65.25,28.0,1342
102616,2024-07-31,Yoga Mat,Sports,East,Retail,3,33.06,14.0,1492
102617,2024-07-31,Coffee Maker,Home & Kitchen,West,Retail,2,117.85,64.0,1795
102618,2024-07-31,4K Webcam,Electronics,West,Online,5,93.92,44.0,1560
102619,2024-07-31,4K Webcam,Electronics,West,Retail,3,87.05,44.0,1930
102620,2024-07-31,Smartphone Case,Electronics,Central,Marketplace,2,19.46,6.0,1347
102621,2024-07-31,Wireless Earbuds,Electronics,South,Online,4,78.26,38.0,1332
102622,2024-07-31,Smartphone Case,Electronics,Central,Retail,3,17.38,6.0,1876
